title,img_src,author,publisher,price,abstract
갈매기에게 나는 법을 가르쳐준 고양이,http://image.yes24.com/goods/17739882/S,루이스 세뿔베다,바다출판사,"8,820원","출간 이래 유럽에서만 200만 부 이상이 팔린 초대형 베스트셀러   이 책은 라틴 문학권의 대표적 작가 루이스 세뿔베다의 작품입니다. 세뿔베다는 1960년대 이른바 ‘마술적 리얼리즘’으로 서구문학의 한계를 돌파했던 붐 세대(가브리엘 마르케스, 호르헤 루이스 보르헤스, 파블로 네루다 등)의 뒤를 잇는 포스트 붐 세..."
설민석의 한국사 대모험 4,http://image.yes24.com/goods/45001049/S,설민석,아이휴먼,"9,450원","구석기 시대, 신석기 시대, 청동기 시대, 철기 시대 설쌤과 함께 선사시대 우리 선조들의 생활과 문화를 체험하는  역사 여행을 시작하세요!  선사 시대 우리 조상들의 모습은 어땠을까? 비록 많은 기록이 남아있지는 않지만, 우리는 당시의 유물들을 통해 선사 시대 사람들의 삶의 모습을 유추하고 있습니다. 그리고 ..."
설민석의 한국사 대모험 8,http://image.yes24.com/goods/64573109/S,스토리박스,아이휴먼,"9,450원","재미있는 스토리와 다양한 한국사 이야기를 통해 어린이들에게 지식과 감동, 재미를 심어준 『설민석의 한국사 대모험』 시리즈 여덟 번째 이야기, '위기 극복' 편. 8권에서는 위기에 처한 온달과 평강이의 관계, 북방 민족의 침입으로 위기를 맞은 고구려 등 등장인물들에게 닥친 위기와 위기를 극복하기 위해 노력하는 온..."
수박 수영장,http://image.yes24.com/goods/19427515/S,안녕달,창비,"10,800원","뜨거운 여름날, 커다란 수박 안에 들어가 수영을 한다는 시원하고 호방한 상상력이 돋보이는 그림책입니다. 사람들이 수박 안에서 수영하는 모습이나 수박씨와 수박 껍질을 이용해 다양하게 노는 모습들이 즐겁게 전해집니다. 특히 아이부터 어른 또 장애를 가진 사람까지 한동네 사람들이 구별 없이 한곳에서 자연스럽게 ..."
부의 본능,http://image.yes24.com/goods/63688657/S,브라운스톤,토트출판사,"12,420원","“절대 실패하지 않는 재테크 실전 매뉴얼”    그동안 당신의 투자가 판판이 깨진 이유와 유형별 해법    우리 안에는 부자 되는 걸 방해하는 아홉 가지 심리적 장해물이 있다. 무리 짓는 본능, 영토 본능, 쾌락 본능, 근시안적 본능, 손실공포 본능, 과시 본능, 도사 환상, 마녀 환상, 인식체계의 오류 등 원시시..."
동물농장,http://image.yes24.com/goods/17352/S,조지오웰,민음사,"6,300원",영국 작가의 세계적인 장편소설이다. 인간에게 착취당하던 동물들이 인간을 내쫓고 동물농장을 세운다는 큰 줄거리 아래 독자자와 사회주의 사회의 문제를 실랄하게 비판하고 풍자한 장편소설. 볼셰비키 혁명 이후 스탈린 시대까지의 소련의 정치상황을 소재로 했다.
백만장자 시크릿,http://image.yes24.com/goods/2998235/S,하브 에커,알에이치코리아(RHK),"10,800원",현재의 경제 상태는 과거에 내가 그린 경제 청사진에 의해 결정된다고 한다. 가난한 이민자의 아들로 태어나 곤궁한 어린 시절을 보내고 수십 가지의 사업을 시도하면서 백만장자의 꿈을 키웠던 하브 에커. 『백만장자 시크릿』은 그가 성공의 기쁨과 실패의 나락을 모두 경험하면서 체득한 부에 이르는 과정을 담은 것이다...
"엄마, 주식 사주세요",http://image.yes24.com/goods/29118994/S,존 리,한국경제신문사(한경비피),"12,600원",사교육 대신 주식에 투자하라! 대한민국 최고의 주식 멘토 존 리 대표가 전하는 교육과 투자 비법  이제는 공부 잘해서 좋은 대학 나오는 것이 부로 연결되는 시대가 아니다. 월급만 가지고는 평생 걸려도 집 한 채 장만하기 어려운 시대다. 그럼에도 대부분의 엄마가 여전히 열심히 공부해서 공무원이 되거나 대기업에 ...
설민석의 한국사 대모험 6,http://image.yes24.com/goods/59382931/S,스토리박스,아이휴먼,"9,450원","만나기만 하면 으르렁 으르렁, 설쌤, 황 대감님! 언제까지 싸우실 거예요? 역사를 통해 진정한 라이벌이란 무엇인지 생각하는 시간을 가져보세요! 한때 고구려를 위해 함께 뜻을 모으자고 다짐했었던 설쌤과 황 대감, 하지만 지금은 각각 온달과 공갈을 부마 자리에 앉히기 위해서 서로 경쟁하는 상황입니다. 거기에 둘은 ..."
왜 세계의 절반은 굶주리는가?,http://image.yes24.com/goods/24937700/S,장 지글러,갈라파고스,"9,720원","120억의 인구가 먹고도 남을 만큼의 식량이 생산되는데 왜 하루에 10만 명이, 5초에 한 명의 어린이가 굶주림으로 죽어가는가? 이런 불합리하고 살인적인 세계질서는 어떠한 사정에서 등장하는 것일까? 그 책임은 누구에게 있을까? 학교에서도 언론에서도 아무도 알려주지 않은 기아의 진실!  이 시대의 실천적 지식인 ..."
추리 천재 엉덩이 탐정 1,http://image.yes24.com/goods/30434846/S,트롤,미래엔아이세움,"10,800원","엉덩이 탐정과 함께하면 추리가 쉽다!  수수께끼를 풀고, 미로를 지나고, 숨은 그림을 찾다 보면 추리력과 사고력이 쑥쑥!  세상 모든 탐정이 매서운 눈빛과 예리하고 까칠한 성격을 가졌을 거라고 생각한다면 천만의 말씀! 엉덩이를 꼭 닮은 얼굴 모양, 범인을 찾으면 진지한 얼굴로 유감없이 쏘아 대는 “뿌우우웅” ..."
샬롯의 거미줄,http://image.yes24.com/goods/176008/S,엘윈 브룩스 화이트,시공주니어,"9,900원",너무 작게 태어났다는 이유 하나로 죽임을 당할 뻔한 꼬마 돼지 윌버가 너무 불공평하다며 항의하는 여자아이에 의해 목숨을 건지고 샬롯이라는 이름의 거미의 도움으로 '대단한 돼지' '근사한 돼지' '눈부신 돼지' 그리고 마침내 '겸허한 돼지' 가 되는 이 이야기는 무엇보다도 샬롯과 윌버가 서로의 삶을 '승격' 시켜주는...
[예스리커버] 책과 노니는 집,http://image.yes24.com/goods/3248548/S,이영서,문학동네,"9,450원","[리커버 편집자의 말 - 여기 에디터의 말을 쓰려고 어젯밤 아주 오랜만에 『책과 노니는 집』을 다시 펼쳤습니다. 조금만 읽다가 잘 계획이었는데, 책장 넘기는 손을 멈추지 못해 결국 끝까지 읽고 말았어요. 자야 하는데, 자야 하는데, 하면서도 다음 장면이 궁금해 책장을 넘겨 본 독자 여러분이라면 공감하시겠지요? 다 ..."
설민석의 한국사 대모험 7,http://image.yes24.com/goods/61329400/S,스토리박스,아이휴먼,"9,450원","재미있는 스토리와 다양한 한국사 이야기를 통해 어린이들에게 지식과 감동, 재미를 심어준 『설민석의 한국사 대모험』 시리즈의 일곱 번째 이야기. 평소 한국사를 통해 어린이들에게 반드시 필요한 소양인 지(知)ㆍ덕(德)ㆍ체(體)를 배울 수 있다는 것을 강조했던 설민석 선생님이 조금 더 쉽게 지덕체의 중요함을 이야기..."
나는 3학년 2반 7번 애벌레,http://image.yes24.com/goods/25283908/S,이주희,창비,"8,100원",제20회 창비 ‘좋은 어린이책’ 원고 공모 대상작 새로운 의인동화 주인공의 탄생 우리의 친구 7번 애벌레를 소개합니다! 『괭이부리말 아이들』 『엄마 사용법』 『기호 3번 안석뽕』 등 주옥같은 창작동화와 숱한 화제작들을 발굴해 온 창비 ‘좋은 어린이책’ 원고 공모의 제20회 저학년 부문 대상 수상작 『나는 3학...
100가지 숨은 미로 찾기,http://image.yes24.com/goods/20143465/S,베키 윌슨,노란우산,"6,300원",선명하고 볼거리 풍성한 그림으로 가득 찬  100가지의 흥미진진한 미로를 풀어 보세요.   아이들은 뚜렷하고 선명한 색감의 책을 좋아하지요. 이 책은 아이들이 좋아하는 알록달록한 색감의 그림들로 꽉 채워져 있어요. 또한 작고 세밀한 그림으로 구성되어 있어 볼거리가 가득하답니다. 100가지나 되는 미로를 해결하다...
전설로 떠나는 월가의 영웅,http://image.yes24.com/goods/38893626/S,피터 린치,국일증권경제연구소,"20,700원",세계가 인정한 최고의 투자자 ‘피터 린치’가 쓴 주식 투자의 고전!  이 책은 월가의 전설적인 인물 피터 린치가 개인투자자들을 위해 1989년에 출간했던 『월가의 영웅』최신 개정판이다. 월가에서 투자 귀재로 승승장구하던 그가 돌연 은퇴한 후 저술한 책으로 자서전 형식을 띠면서 주식에 관한 기본 정보를 담은 투...
42가지 마음의 색깔,http://image.yes24.com/goods/19895516/S,크리스티나 누녜스 페레이라,레드스톤,"12,600원","스페인 국민 그림책, 꼬리에 꼬리를 무는 감정 여행  [42가지 마음의 색깔]은 수많은 감정의 세계를 여행할 아이들을 위한 가이드북입니다. 42가지 감정의 이름과 각 감정에 대한 설명글, 감정을 표현한 42점의 그림 작품으로 구성되어 있습니다. 순서는 아이들에게 친숙한 ‘포근함’으로 시작해서 따뜻한 ‘사랑’으로,..."
모든 순간이 너였다,http://image.yes24.com/goods/58603565/S,하태완,위즈덤하우스,"12,420원","SNS와 전작 『#너에게』를 통해 50만 명에 이르는 독자들에게 사랑받은 하태완 작가의 두 번째 에세이. 위로받고 싶을 때, 설레고 싶을 때, 사람에 사랑에 상처받았을 때… 삶의 모든 순간에 특별한 위로와 공감을 건넨다. 소중한 모든 순간을 나누고픈 사랑하는 사람에게, 미처 의식하지 못했던 지금 이 빛나는 순간을 조..."
하마터면 열심히 살 뻔했다,http://image.yes24.com/goods/60208514/S,하완,웅진지식하우스,"13,500원","노력이 배신하고, 인생에 사사건건 고나리질하는 현실 열심히 ‘내’ 인생을 살기 위해 더 이상 열심히 살지 않기로 결심했다! 한 남자의 인생을 건 본격 야매 득도 에세이  우리는 태어난 이상 열심히 살아야 한다. 좋은 대학에 가야 하고, 좋은 직장에 가야 하고, 좋은 사람을 만나서 결혼하고 아이를 낳아야 비로소 ..."
프린들 주세요,http://image.yes24.com/goods/241709/S,앤드루 클레먼츠,사계절,"8,550원","『프린들 주세요』(Frindle)는 아이디어가 기발한 소년 닉이 ‘펜’이라는 말 대신 ‘프린들’이라는 말을 쓰면서 벌어지는 시끌벅적한 소동을 유쾌하면서도 진지하게 그린 장편동화이다. 이 책은 미국의 학부모와 어린들에게 큰 인기를 얻었으며, 크리스토퍼 상, 주디 로페즈 기념회 상, 그레이트 스톤 페이스 상, 로드아..."
한국을 빛낸 100명의 위인들,http://image.yes24.com/goods/20296844/S,려하(권영아),M&Kids,"10,800원",나라를 빛낸 수많은 위인들을 한 번에!  우리나라 역사의 흐름을 한눈에! 역사를 만나는 가장 쉽고 재미있는 접근법 역사를 만나려면 인물을 만나게 됩니다. 인물만큼 역사를 만나는 쉽고 재미있는 지름길도 없습니다. 특히나 친숙하고 익숙한 역사 인물이라면 더욱 쉽게 이해의 문이 열리지요. 우리 역사를 살아오신 수...
내가 확실히 아는 것들,http://image.yes24.com/goods/15260316/S,오프라 윈프리,북하우스,"12,420원","1998년, 영화평론가 진 시스켈에게 ""당신이 확실하게 아는 것이 있다면, 그것은 무엇입니까?""라는 질문을 받은 후, 오프라 윈프리는 '내가 확실히 아는 것들'이라는 제목으로 「O 매거진」에 한 달에 한 편씩 칼럼을 쓰기 시작했다. 그 질문은 오프라 윈프리가 자신의 지난 인생을 다시 살필 기회를 주었고, 그녀는 칼럼을 ..."
21세기를 위한 21가지 제언,http://image.yes24.com/goods/63733198/S,유발 하라리,김영사,"19,800원","『사피엔스』, 『호모 데우스』에 이은 유발 하라리의 ‘인류 3부작’ 완결편. 인류의 과거와 미래를 탐색한 전작에 이어 『21세기를 위한 21가지 제언』에서는 정보기술과 생명기술의 비약적인 발전이 이끄는 유례없는 혁명기, 새로운 도전과 위협에 직면해 있는 인류의 현재를 살핀다. 인공지능은 인간의 일자리를 빼앗아..."
해커스 보카 Hackers Vocabulary,http://image.yes24.com/goods/18410503/S,David Cho,해커스어학연구소,"15,210원","『Hackers Vocabulary』 개정판은 최신 토플 경향에 더욱 강해졌다. 토플 시험의 최신 출제 경향을 철저히 분석하여 빈출 순서에 따라 표제어를 수록했다. 표제어와 함께 기출동의어, 출제가 예상되는 중요동의어, 혼동되는 단어, 문맥상으로 파악해야 하는 동의어 등 토플 시험의 허를 찌르는 최신출제 포인트까지 담았다...."
초등 만화 영문법,http://image.yes24.com/goods/35061287/S,유원호,넥서스,"10,080원","영어 우등생은 문법에 강하다!  이 책은 스스로 공부하는 습관을 길러주는 초등학생을 위한 만화 영문법 책이에요. 초등학생이 꼭 알아야 할 필수 영문법 개념들을 이해하기 쉽게 만화로 풀어, 단숨에 개념 완성을 할 수 있어요."
위험한 과학책,http://image.yes24.com/goods/17622312/S,랜들 먼로,시공사,"19,800원","《스타워즈》《어벤져스》 《인터스텔라》를 보며 상상했던 엉뚱한 일들, 이 책에서 바로 현실이 된다!  - 야구공을 광속으로 던지면 어떻게 될까? - 핵잠수함을 타고 지구 궤도를 돈다면 얼마나 오래 버틸 수 있을까? - 모든 사람이 동시에 달을 향해 레이저포인터를 쏘면 어떻게 될까? - 언제쯤이면 페이스북에 살아..."
한 권으로 끝내는 해커스 토익 700+ (LC+RC),http://image.yes24.com/goods/32571348/S,해커스어학연구소,해커스어학연구소,"17,550원","토익 기초부터 실전까지 한 권으로 끝낼 수 있는 교재로 확실한 목표점수 달성을 위한 ‘기초다지기 & 영역별 기출 핵심 포인트’ 수록하였다. 최신 신토익 유형을 완벽 반영한 풍부하고, 다양한 문제 수록하고 맞춤형 학습플랜으로 2주, 4주 만에 빠르게 목표점수 달성 가능하도록 하였다. 독학도 가능한 상세한 강의식 해..."
칼 비테 교육법,http://image.yes24.com/goods/44150095/S,칼 비테,차이정원,"15,300원","“왜 세계의 교육학자들은 칼 비테에 열광하는가?” 국내 최초 독일어 원전 완역!, 200년간 이어온 전 세계 베스트셀러,  변함없는 자녀교육의 바이블!   200년 전, 독일의 시골마을에서 태어난 미숙아인 칼 비테 주니어. 이 아이는 아버지의 극진한 교육을 받으며 성장했다. 아이는 6개 국어를 통달한 천재 법학자가 ..."
잘못 뽑은 반장,http://image.yes24.com/goods/3395331/S,이은재,주니어김영사,"8,010원","뭐하나 제대로 하는 것이 없는 비만 소년이 우연히 반장이 되면서 겪는 좌충우돌 성장기입니다. 주인공 이로운은 장애인 누나도, 자신을 싫어하는 친구들과 선생님도, 누나만 예뻐하는 엄마도 모두 불만인 소년입니다. 2학기가 시작되고, 자신과 짝이 되기 싫어하는 여자 아이들을 보고 울컥 화가 난 이로운은 반장선거에 ..."
달 샤베트,http://image.yes24.com/goods/13434581/S,백희나,책읽는곰,"10,800원","천진한 호기심과 상상력으로 빚어낸 환경 이야기 『달샤베트』. 어느 무더운 여름밤, 에어컨과 선풍기와 냉장고가 뿜어내는 열기에 달이 똑똑똑 녹아내리기 시작했어요. 부지런한 반장 할머니는 큰 고무 대야 가득 달물을 받아 달 샤베트를 만들었지요. 이웃들은 세상모르고 에어컨을 쌩쌩, 선풍기를 씽씽, 냉장고를 윙윙 ..."
추리 천재 엉덩이 탐정 2,http://image.yes24.com/goods/33477743/S,트롤,미래엔아이세움,"10,800원","얼굴로 “뿡!”, 방귀를 “뿡!” 입으로 뀌는 ‘방귀’로 사건을 해결하는  반전 매력의 주인공, ‘추리 천재 엉덩이 탐정’이  새로운 이야기로 찾아왔습니다! 어느 날 갑자기 평화로운 동네에 키 5미터의 거인이 나타났다! 과연 거인의 정체는……? 이번 사건도 우리의 추리 천재, IQ 1,104의 엉덩이 탐정이 척척 해..."
호밀밭의 파수꾼,http://image.yes24.com/goods/204300/S,제롬 데이비드 샐린저,민음사,"7,200원","전 세계의 청소년과 대학생들의 마음을 사로잡고 있으며 지금도 매년 30만 부가 팔리고 있는 미국 현대문학의 정수 『호밀밭의 파수꾼』이 출간 50주년을 맞아 재출간 되었다. 영화계는 물론 사이먼과 가펑클, 그린데이, 오프스프링, 빌리 조엘 등 수많은 뮤지션들을 콜필드 신드롬에 빠지게 한 현대문학의 고전. 이 책에서..."
호모 데우스,http://image.yes24.com/goods/39404092/S,유발 하라리,김영사,"19,800원","“호모 데우스, 이것이 진화의 다음 단계다!” 정치, 종교, 문화 모든 구시대적 신화와 인공지능, 유전공학의 새로운 신이 만나 펼쳐낼 최후의 서사시  전 세계 45개국, 500만 부 초대형 베스트셀러 [사피엔스] 유발 하라리 최신작!   [사피엔스]는 우리가 어디에서 왔는지 알려주고, [호모 데우스]는 우리가 어디로 ..."
초등학생을 위한 나의 라임 오렌지나무,http://image.yes24.com/goods/3799797/S,J.M. 바스콘셀로스,동녘,"9,000원",초등학교 6학년 교과서에 실릴 만큼 성장 소설의 고전으로 자리매김한 작품인 『나의 라임오렌지나무』를 감성적인 삽화와 유려한 번역으로 초등학생들이 쉽게 읽을 수 있도록 하였습니다. 어린이용이라 하여 축약하거나 하지 않고 원작의 모든 부분을 삭제하지 않고 수록하여 원작의 감동을 그대로 전하고 있습니다. 어린...
침묵의 봄,http://image.yes24.com/goods/6140639/S,레이첼 카슨,에코리브르,"16,200원",20세기에 가장 큰 영향력을 미친 책으로 일컬어지는 침묵의 봄의 개정판이다. 무분별한 살충제 사용으로 파괴되는 야생 생물계의 모습을 적나라하게 공개해 큰 충격을 줬던 이 책은 언론의 비난과 이 책의 출판을 막으려는 화학업계의 거센 방해에도 카슨은 환경 문제에 대한 새로운 대중적 인식을 이끌어내며 정부의 정책 ...
1984,http://image.yes24.com/goods/372300/S,조지오웰,민음사,"8,550원","전제주의라는 거대한 지배 시스템 앞에 놓인 한 개인이 어떻게 저항하다가 어떻게 파멸해 가는지, 그 과정과 배후를 적나라하게 보여주는 디스토피아 소설이다. 작품의 무대는 전체주의의 극한적인 양상을 띠고 있는 나라, 오세아니아. 정치 통제 기구인 당은 허구적 인물인 빅 브라더를 내세워 독재 권력의 극대화를 꾀하..."
식탁 위의 세계사,http://image.yes24.com/goods/7146585/S,이영숙,창비,"11,520원","제2회 창비청소년도서상 교양 부문 대상 수상작. 『식탁 위의 세계사』는 소금, 후추 같은 우리 곁의 친근한 먹을거리를 통해 세계사의 중요한 사건들과 인물들에 관한 이야기로 안내하는 흥미로운 청소년 교양서다. 엄마가 아이들에게 이야기를 들려주는 형식을 취하고 있어 부담스럽지 않고, 고대사부터 시작하는 뻔한 연..."
빨강 연필,http://image.yes24.com/goods/5169850/S,신수현,비룡소,"9,000원","2011년 제17회 황금도깨비상 장편동화 부문 수상작 빨강 연필을 쥐는 순간, 나는 세상에서 가장 특별한 아이가 된다 무엇이든 술술 진짜처럼 써내는 요술 연필을 만난 민호의 특별하고 비밀스러운 성장 일기   2011년 제17회 비룡소 황금도깨비상 수상작 신수현의 장편동화입니다. 작가의 데뷔작이기도 한 이 동화는 무..."
말의 품격,http://image.yes24.com/goods/39441749/S,이기주,황소북스,"13,050원","『언어의 온도』로 많은 독자의 사랑을 받은 이기주 작가의 에세이집. 경청, 공감, 반응, 뒷말, 인향, 소음 등 24개의 키워드를 통해 말과 사람과 품격에 대한 생각들을 풀어낸다. 고전과 현대를 오가는 인문학적 소양을 바탕으로 작가 특유의 감성을 더해 볼거리와 생각할 거리를 동시에 전한다."
"돈, 뜨겁게 사랑하고 차갑게 다루어라",http://image.yes24.com/goods/20398419/S,앙드레 코스톨라니,미래의창,"10,800원","유럽 증권계의 ‘위대한 유산’, 앙드레 코스톨라니 최후의 역작  유럽 제일의 투자자 코스톨라니가 넘치는 기지와 유머로 돈의 매력을 탐지하며 증권 거래와 투자심리에 중요한 변수인 투자의 근본적인 비밀과 기술을 설명하고 있다. 동시에 그는 투자자들에게 21세기 증권시장에 있어서 기회와 위험, 그리고 변화와 상..."
개인주의자 선언,http://image.yes24.com/goods/20536907/S,문유석,문학동네,"12,150원",『판사유감』을 통해 현직 판사로서 법과 사람 그리고 정의에 대해서 이야기했던 저자가 이번에는 대한민국 사회의 불편한 진실을 이야기한다.   판사 문유석의 일상유감이라는 부제가 붙은 이 책 『개인주의자 선언』은 소년시절부터 현재까지 저자가 보고 겪었던 사회 문제에 대한 생각들이 담겨 있다.  책과 음악만 ...
이상한 손님,http://image.yes24.com/goods/59273643/S,백희나,책읽는곰,"10,800원","이번엔 진짜로 이상한 녀석이 왔다! 봄 날씨보다 변덕스러운 손님이 불러온 대소동! 『알사탕』 작가 백희나 신작!  어느 비 오는 오후, 누나랑 둘이서 집을 보는데 이상한 녀석이 찾아왔다! 서너 살쯤 되어 보이는 녀석의 이름은 천, 달, 록이란다. 집에 가고 싶은데, 타고 온 구름을 잃어 버렸다나 뭐라나. 이름도, ..."
마법의 설탕 두 조각,http://image.yes24.com/goods/201210/S,미하엘 엔데,소년한길,"8,100원","자기가 해달라는 것마다 안된다고 말하는 엄마 아빠에게 화가 난 렝켄은 요정을 찾아가 ""안돼!""라고 말할 때마다 키가 반으로 줄어드는 마법의 설탕 두 조각을 얻는다. 엄마 아빠의 키가 손톱 크기만큼 줄어들자 두려움을 느낀 렝켄은 요정에게 “엄마 아빠를 되돌려 달라”고 호소하고, 지혜로운 요정은 렝켄과 부모를 화..."
환자 혁명,http://image.yes24.com/goods/56024674/S,조한경,에디터,"13,500원",나의 건강을 남에게 맡길 것인가? 스스로 책임질 것인가? 성인병 치료 성공의 열쇠는 환자 자신에게!  현직 의사가 기존의 의료 상식에 반기를 들면서 새로운 패러다임을 제시하는 책. 미국에서 활동 중인 저자가 자신의 임상 경험과 연구를 바탕으로 건강하려면 ‘약과 병원에 의존하지 말고 건강 주권을 회복하라’고 ...
세상에서 제일 쉬운 그림 그리기,http://image.yes24.com/goods/19827529/S,원아영,슬로래빗,"11,520원","아이가 그림 그려 달라면 당황하는 엄마! 동그라미 세모 네모만으로 누구나 쉽게 그리는 그림 놀이책으로 아이와 함께 즐거운 그림 놀이를 시작하세요.  아이들은 놀이를 통해 배우고 생각을 표현하며 지적인 성장을 한다. 그중에서도 그림 놀이는 집중력, 표현력, 관찰력, 창의력, 상상력 등을 발달시키기 때문에 유아..."
영어회화 핵심패턴 233,http://image.yes24.com/goods/30478560/S,백선엽,길벗이지톡,"13,500원",14년 연속 베스트셀러! ‘핵심패턴 시리즈’의 화려한 귀환! 《영어회화 핵심패턴 233》개정판 출간!  초판 출간 후 ‘14년 연속 베스트셀러’라는 기록을 남기며 영어 학습자들 사이에서 ‘레전드’로 등극한 길벗 이지톡의 《영어회화 핵심패턴 233》이 더욱 알찬 구성으로 돌아왔다. 이 책은 패턴 학습법의 원조격으...
틀려도 괜찮아,http://image.yes24.com/goods/1953816/S,마키타 신지,토토북,"9,900원","한국간행물윤리위원회 선정 필독도서 아침독서신문 추천도서  '틀리는 건 당연해, 마음 놓고 틀려도 돼!'  초등학교 1학년 신입생이 있습니다. 집에서는 이야기도 잘 하고, 유치원에서 발표도 곧잘 하던 아이지만, 낯선 친구들과 낯선 선생님 앞에서는 쑥쓰러워 몸을 뒤로만 뺍니다. 게다가 집이나 유치원보다 경직된 ..."
초등학생이 알아야 할 과학 100가지,http://image.yes24.com/goods/43281794/S,알렉스 프리스,어스본코리아,"11,700원","초등 과학부터 최신 과학 정보까지 담아낸 신개념 과학책, 초등학생이 알아야 할 100가지 시리즈!  고생물학에서 핵물리학까지, 끝없는 호기심을 가진 아이들에게 세상의 비밀을 알려 주는 어린이 교양서 「초등학생이 알아야 할 100가지」 시리즈가 출간되었어요. 과학 전반, 우리 몸, 우주 등 아이들이 좋아하는 대주제..."
송사무장의 부동산 경매의 기술,http://image.yes24.com/goods/38002304/S,송희창,지혜로,"14,400원","대한민국 최고의 경매 고수 송사무장이 알려주는 앞으로 10년은 유용하게 써먹을 경매의 기술!  실전에서 수익을 내고 있는 경매 고수에게 배워야 돈을 벌 수 있다!!  제자들을 2~3년 만에 월세 부자, 부동산 부자로 만든 경·공매분야 최고의 고수 송사무장이 알려주는 경매 투자에서 수익 내는 진짜 비법이 고스란히 ..."
아낌없이 주는 나무,http://image.yes24.com/goods/197687/S,셸 실버스타인,시공주니어,"9,000원","전 세계 천만 독자가 선택한, 쉘 실버스타인의 대표 명작!  시간이 흐르면 책은 낡고 책장은 색이 바랜다. 하지만 겉모습이 낡고 바래도 책이 지닌 가치는 결코 낡거나 바래지 않는다. 그렇게 오래도록 세대를 거듭하며 읽히고 읽히는 좋은 책을 우리는 ‘고전’이라 부른다. 1964년에 출판된 『아낌없이 주는 나무』는 ..."
난장이가 쏘아올린 작은 공,http://image.yes24.com/goods/141729/S,조세희,이성과 힘,"9,900원","1970년대 우리 인문주의와 심미적 이성의 한 절정을 보여준 한국문학의 대표작, 조세희의 『난장이가 쏘아올린 작은 공』. 1978년 6월 초판이 발행된 이래 1996년 4월 100쇄를 돌파하기까지 장장 18년간 40만 부가 팔린 이 책은 최인훈의 『광장』과 함께 우리 문단 사상 가장 오래도록 팔린 스테디셀러로 꼽힌다.  조세..."
10대를 위한 JUSTICE 정의란 무엇인가,http://image.yes24.com/goods/15282267/S,마이클 샌델,미래엔아이세움,"10,800원","10대에게도 정의는 필요합니다. 생생한 이미지와 짧은 글로 접근은 쉽게, 울림은 강하게!  세상엔 하나의 답으로 풀 수 없는 문제가 많습니다. 그래서 서로 대화하고 다른 사람의 입장을 들으며 합의를 이루어 나가는 것이 중요하지요. 다양한 상황에 마주쳤을 때, 여러 사람의 입장에서 문제를 보고 생각하여 바른 결정..."
수미네 반찬,http://image.yes24.com/goods/65564967/S,김수미,성안당,"15,300원","셰프의 화려한 요리보다 소박한 반찬 하나에 행복을 느끼는 사람들이 늘고 있다. 『수미네 반찬』은 외식 문화의 홍수 속 사라져버린 정성 가득한 엄마의 손맛과 사람들의 집 나간 입맛을 ‘밥상’ 앞으로 되돌리자는 취지로 시작된 전무후무한 ‘반찬’ 전문 요리 예능 프로그램이다. 이에 대한민국의 손맛 명인, ‘밥심’..."
화내지 말고 예쁘게 말해요,http://image.yes24.com/goods/3235534/S,안미연,상상스쿨,"8,550원","유아의 올바른 의사표현을 도와주는 책!  커뮤니케이션의 기초가 되는 올바른 의사표현, 즉 ‘자신의 마음을 상대에게 어떻게 효과적으로 전달할 것인가’는 사람들 사이의 관계를 어떻게 잘 풀어나가는가의 기초가 되는 문제입니다. 어려서부터 가장 가까운 관계인 엄마, 형제, 또래 친구들과의 관계에서부터 자연스럽게..."
화요일의 두꺼비,http://image.yes24.com/goods/12767325/S,러셀 에릭슨,사계절,"8,100원","잡고 잡아먹히는 천적관계인 올빼미와 두꺼비가 친구가 되는 과정을 따뜻하면서도 긴장감 있게 그린 동물 판타지 동화. 무뚝뚝하며 친구 하나 없는 냉소적인 올빼미가 낙천적이며 따뜻한 마음씨를 지닌 두꺼비의 정성과 노력에 차츰 마음을 열어 가며, 마침내 깊은 우정을 확인하게 되는 과정을 감동적으로 그려냈습니다. ..."
예루살렘의 아이히만,http://image.yes24.com/goods/2159722/S,한나 아렌트,한길사,"19,800원","나치의 전범 아돌프 아이히만 1906년 독일 졸링겐에서 태어난 아이히만은 1932년 비밀 나치당에 입당했고, 같은 해 하인리히 히믈러가 조직한 나치 친위대(SS) 정예부대에 들어갔다. 히믈러가 국가안전국(RSHA)을 창설했을 때 베를린에 있는 유대인 담당부서에서 일하게 되었다. 1942년 1월 베를린 근교에서 나치 고위관리..."
내 인생의 해답,http://image.yes24.com/goods/4689867/S,캐롤 볼트,쇼비(쇼비픽쳐스),"22,500원","살면서 부딪히게 되는 인생의 문제들에 답을 구하는 이들을 위한 지침서. 질문을 생각하고 가만히 그 질문에 집중한다. 책의 모서리, 페이지를 훑다가 답을 볼 준비가 되었다고 느껴지는 순간 손가락을 멈춘다. 손가락이 멈춘 페이지를 열면 생각했던 질문에 대한 답을 얻을 수 있을 것이다. 이 책은 작지만 혼자 결정하기..."
읽으면서 바로 써먹는 어린이 관용구,http://image.yes24.com/goods/62183010/S,한날,파란정원,"10,800원","『읽으면서 바로 써먹는 어린이 관용구』는 일상에서 자주 사용되는 어린이들이 꼭 알아야 할 관용구 100개를 골라 인기 웹툰 작가의 깜찍한 캐릭터들이 재미있게 이야기를 풀어, 거부감 없이 즐겁게 관용구의 뜻과 사용법을 배우고 익힐 수 있습니다."
